month,location_id,location_name,city,region,store_format,product_id,product_name,category,subcategory,vendor_name,units_sold,transactions_count,revenue,discount_amount,cogs,labor_cost,packaging_cost,overhead_allocated,total_cost,total_cost_clean,gross_profit,gross_margin_pct,food_cost_pct,waste_units,waste_cost,waste_pct_revenue,actual_unit_cost,prior_unit_cost,vendor_cost_change_pct,standard_vs_actual_cost_variance,performance_flag,priority_label
2025-04,LOC007,Ottawa,Ottawa,Ontario,Urban,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,1166,30,408.1,0.0,117.61,8.33,4.08,44.89,174.9,174.91000000000003,233.19,0.5714040676304827,0.2881891693212448,13,1.17,0.0028669443763783384,0.09,0.09,0.0,0.0,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,504,466,7177.26,377.7,4890.54,1159.85,157.9,836.87,7045.16,7045.159999999999,132.10000000000127,0.01840535246040986,0.6813937352137166,21,171.36,0.023875406492171108,8.16,7.88,3.55,3.3600000000000003,Low Margin,Medium Priority
2025-04,LOC008,London,London,Ontario,Suburban,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,409,475,7378.66,388.25,5731.25,1192.39,162.33,860.35,7946.32,7946.320000000001,-567.6600000000008,-0.07693266799120718,0.7767331737740999,19,222.87,0.030204671308882644,11.73,11.31,3.71,4.83,Low Margin,Medium Priority
2025-04,LOC008,London,London,Ontario,Suburban,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,370,443,6850.78,360.52,5305.93,1107.09,150.72,798.8,7362.54,7362.540000000001,-511.7600000000011,-0.07470098295376601,0.7745001299122144,17,204.17,0.029802445852880985,12.01,11.6,3.53,4.91,Low Margin,Medium Priority
2025-04,LOC008,London,London,Ontario,Suburban,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,425,366,5648.55,297.2,3608.86,912.81,124.27,658.62,5304.56,5304.56,343.9899999999998,0.060898814740066,0.6389002487364014,19,135.28,0.023949509166069166,7.12,6.88,3.49,2.92,Low Margin,Medium Priority
2025-04,LOC008,London,London,Ontario,Suburban,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,337,247,3838.73,201.97,1394.42,620.34,84.45,447.6,2546.81,2546.81,1291.92,0.3365488065063185,0.36325034581749693,14,48.72,0.01269169751454257,3.48,3.45,0.87,0.3799999999999999,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,534,264,4096.08,170.58,1742.38,537.82,81.92,477.6,2839.72,2839.7200000000003,1256.3599999999997,0.30672252495068447,0.4253774340344916,19,52.44,0.012802484326477999,2.76,2.71,1.85,0.6599999999999997,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,489,214,3281.4900000000002,136.62,1394.56,430.86,65.63,382.62,2273.67,2273.67,1007.8200000000002,0.3071226790269055,0.4249776778231839,20,48.0,0.014627501531316565,2.4,2.35,2.13,0.5999999999999999,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,403,228,3478.12,144.85,1832.75,456.68,69.56,405.55,2764.54,2764.54,713.5799999999999,0.20516255908364286,0.5269369659471209,14,53.9,0.015496877623543754,3.85,3.78,1.85,0.9500000000000002,Watchlist,Medium Priority
2025-04,LOC008,London,London,Ontario,Suburban,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,456,211,3278.94,136.5,1584.15,430.52,65.58,382.32,2462.58,2462.57,816.3699999999999,0.24897375371309016,0.48312869402916797,16,47.04,0.014346099654156525,2.94,2.89,1.73,0.7399999999999998,Watchlist,Medium Priority
2025-04,LOC008,London,London,Ontario,Suburban,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,384,140,2208.17,91.99,1181.31,289.93,44.16,257.47,1772.88,1772.8700000000001,435.29999999999995,0.1971315614286943,0.5349723979584905,14,36.4,0.01648423807949569,2.6,2.55,1.96,0.6500000000000001,Low Margin,Medium Priority
2025-04,LOC008,London,London,Ontario,Suburban,P011,Bottled Water,Beverages,Cold,Northern Supply Co,1236,233,3584.7,110.94,1113.65,289.64,64.52,417.98,1885.8,1885.79,1698.9099999999999,0.47393366251011243,0.31066755934945744,20,16.0,0.0044634139537478735,0.8,0.79,1.27,0.15000000000000002,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1097,242,3713.67,114.86,1238.01,300.06,66.85,433.01,2037.93,2037.9299999999998,1675.7400000000002,0.45123557020413774,0.33336564638215027,20,20.0,0.005385508136156417,1.0,0.99,1.01,0.15000000000000002,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1157,294,4477.89,138.54,1437.4,361.81,80.6,522.12,2401.94,2401.93,2075.9600000000005,0.4636022769652672,0.32099939927063864,22,24.2,0.0054043310577079826,1.1,1.09,0.92,0.15000000000000013,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P014,Coffee,Beverages,Hot,Northern Supply Co,1346,235,3642.66,112.66,926.23,294.33,65.57,424.73,1710.86,1710.86,1931.8,0.530326739250987,0.2542729763414648,24,14.64,0.0040190410304557665,0.61,0.6,1.67,0.05999999999999994,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,918,286,4443.42,137.4,2101.42,359.03,79.98,518.1,3058.53,3058.5299999999997,1384.8900000000003,0.31167209041684113,0.47292851002156,16,32.48,0.007309684882365384,2.03,2.0,1.5,0.4299999999999997,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P016,French Fries,Sides,Potato,Maple Fresh Foods,1053,332,5044.2300000000005,210.24,1732.44,509.47,95.84,588.16,2925.9,2925.91,2118.3200000000006,0.419949129996055,0.34344984269155054,25,36.25,0.007186428850389454,1.45,1.44,0.69,0.1499999999999999,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,881,245,3797.41,158.28,1249.65,383.54,72.15,442.78,2148.11,2148.12,1649.29,0.43431970737950343,0.32907955685585705,21,26.25,0.006912606223715638,1.25,1.24,0.81,0.1499999999999999,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,860,258,3954.6499999999996,164.75,1363.91,399.42,75.14,461.11,2299.59,2299.5800000000004,1655.0699999999993,0.41851238415536124,0.3448876638893455,19,26.6,0.006726258960969999,1.4,1.39,0.72,0.1499999999999999,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P019,Mac and Cheese,Sides,Pasta,Maple Fresh Foods,730,270,4197.8,174.9,1735.0,423.98,79.76,489.46,2728.2,2728.2000000000003,1469.6,0.35008814140740385,0.4133117347181857,19,39.71,0.009459716994616228,2.09,2.08,0.48,0.23999999999999977,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P020,Dinner Roll,Sides,Bakery,Maple Fresh Foods,1002,154,2395.13,99.85,749.06,241.91,45.51,279.27,1315.74,1315.75,1079.38,0.45065612304968833,0.31274294088421084,22,14.52,0.006062301419964678,0.66,0.65,1.54,0.06000000000000005,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P021,Chocolate Brownie,Desserts,Baked,Maple Fresh Foods,279,87,1322.6,69.73,412.08,120.22,21.16,154.22,707.68,707.68,614.92,0.46493270830182976,0.3115681233933162,7,9.1,0.006880387116286103,1.3,1.29,0.78,0.15000000000000013,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,251,90,1428.19,75.3,510.72,129.82,22.85,166.53,829.92,829.92,598.2700000000001,0.4189008465260225,0.3575994790609093,5,9.0,0.006301682549240647,1.8,1.79,0.56,0.15000000000000013,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,231,76,1204.76,63.43,452.51,109.51,19.28,140.48,721.77,721.78,482.98,0.40089312394169796,0.3756017796075567,5,8.65,0.00717985324877984,1.73,1.7,1.76,0.33000000000000007,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P024,Cookie Pack,Desserts,Baked,Maple Fresh Foods,308,73,1167.57,61.48,382.82,106.13,18.68,136.14,643.77,643.77,523.8,0.4486240653665305,0.3278775576624956,6,6.6,0.005652766001181942,1.1,1.09,0.92,0.15000000000000013,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,918,30,454.46999999999997,4.57,186.13,9.18,4.54,52.99,252.85,252.84,201.62999999999997,0.4436596475014852,0.40955398596166964,15,2.7,0.005940986203709817,0.18,0.18,0.0,0.0,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,941,30,186.35,1.85,52.92,3.76,1.86,21.73,80.28,80.27,106.08,0.5692514086396566,0.2839817547625436,14,0.7,0.003756372417493963,0.05,0.05,0.0,0.0,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,871,30,129.37,1.28,29.43,2.61,1.29,15.08,48.42,48.41,80.96000000000001,0.6258019633609029,0.22748705263971553,14,0.42,0.0032465022802813633,0.03,0.03,0.0,0.0,Healthy,Monitor
2025-04,LOC008,London,London,Ontario,Suburban,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,870,30,301.43,3.02,87.98,6.09,3.01,35.15,132.23,132.23000000000002,169.2,0.5613243539130146,0.2918753939554789,12,1.08,0.0035829214079554127,0.09,0.09,0.0,0.0,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,853,634,12274.98,511.49,8600.77,2121.12,270.05,1350.25,12342.18,12342.189999999999,-67.20999999999913,-0.005475365336644062,0.7006748687166904,27,228.15,0.018586588328453488,8.45,8.16,3.55,3.6499999999999995,Low Margin,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,713,665,12998.3,541.5699999999999,10320.58,2246.11,285.96,1429.81,14282.46,14282.46,-1284.1599999999999,-0.09879445773678096,0.7939945992937538,22,267.08,0.020547302339536708,12.14,11.73,3.5,5.24,Low Margin,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,631,607,11806.32,491.87,9337.55,2040.13,259.74,1298.7,12936.12,12936.12,-1129.800000000001,-0.09569450938141615,0.7908941990391587,19,235.98,0.01998759986176895,12.42,12.01,3.41,5.32,Low Margin,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,734,507,9857.93,410.73,6461.52,1703.45,216.87,1084.37,9466.22,9466.21,391.72000000000116,0.03973653698088758,0.6554641795995712,24,176.88,0.017942914993309952,7.37,7.12,3.51,3.17,Low Margin,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,571,339,6572.5199999999995,273.77,2388.46,1135.73,144.6,722.98,4391.76,4391.77,2180.749999999999,0.3317981535240668,0.3634009481903441,19,66.5,0.010117884768703633,3.5,3.48,0.57,0.3999999999999999,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,913,363,7076.0599999999995,218.81,3042.15,993.48,141.52,778.37,4955.51,4955.52,2120.539999999999,0.29967806943412,0.429921453464216,23,64.63,0.009133613903782613,2.81,2.76,1.81,0.71,Watchlist,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,842,292,5709.07,176.51,2438.38,801.55,114.18,628.0,3982.11,3982.11,1726.9599999999996,0.302494101491136,0.4271063413130335,22,53.68,0.009402582206909357,2.44,2.4,1.67,0.6399999999999999,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,674,303,5877.59,181.67,3146.61,825.21,117.55,646.53,4735.91,4735.900000000001,1141.6899999999996,0.19424457983629337,0.5353571787075996,20,78.4,0.013338800426705504,3.92,3.85,1.82,1.02,Low Margin,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,773,288,5616.05,173.72,2751.64,788.49,112.32,617.77,4270.22,4270.22,1345.83,0.2396399604704374,0.48996002528467514,20,60.0,0.010683665565655576,3.0,2.94,2.04,0.7999999999999998,Watchlist,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,662,199,3846.5299999999997,118.85,2081.2,540.05,76.93,423.12,3121.3,3121.2999999999997,725.23,0.18854136065492796,0.5410590844215436,17,45.05,0.011711854580622015,2.65,2.6,1.92,0.7,Low Margin,Medium Priority
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P011,Bottled Water,Beverages,Cold,Northern Supply Co,2034,303,5959.94,121.72,1875.57,514.94,107.28,655.59,3153.39,3153.3800000000006,2806.559999999999,0.4709040695040553,0.3146961211018903,28,22.68,0.003805407436987621,0.81,0.8,1.25,0.16000000000000003,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1749,309,5981.89,122.12,2008.63,516.84,107.67,658.01,3291.15,3291.1500000000005,2690.74,0.44981435633219596,0.3357851782630573,22,22.22,0.0037145450685318517,1.01,1.0,1.0,0.16000000000000003,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1942,390,7593.53,155.05,2453.06,656.08,136.68,835.29,4081.12,4081.1099999999997,3512.42,0.46255430610006154,0.3230460668490149,26,28.86,0.0038006039351921967,1.11,1.1,0.91,0.16000000000000014,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P014,Coffee,Beverages,Hot,Northern Supply Co,2189,304,5985.16,122.15,1520.7,517.12,107.73,658.37,2803.92,2803.92,3181.24,0.5315212960054535,0.2540784206270175,31,18.91,0.0031594811166284612,0.61,0.61,0.0,0.05999999999999994,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1513,382,7398.88,150.99,3543.94,639.26,133.18,813.88,5130.26,5130.26,2268.62,0.30661667711869905,0.4789833055813853,19,39.14,0.005289989836299548,2.06,2.03,1.48,0.45999999999999996,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P016,French Fries,Sides,Potato,Maple Fresh Foods,1751,438,8475.43,262.06,2921.6,915.35,161.03,932.3,4930.28,4930.28,3545.1500000000005,0.418285561912493,0.34471407350423516,31,45.26,0.005340142034091485,1.46,1.45,0.69,0.15999999999999992,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,1442,320,6280.3099999999995,194.23,2077.1,678.27,119.33,690.83,3565.53,3565.5299999999997,2714.7799999999997,0.43226847082389247,0.3307320816966042,26,32.76,0.005216303016889294,1.26,1.25,0.8,0.15999999999999992,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,1404,336,6523.38,201.76,2261.04,704.53,123.94,717.57,3807.08,3807.08,2716.3,0.41639456845990885,0.3466055940325414,24,33.84,0.005187494826301703,1.41,1.4,0.71,0.15999999999999992,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P019,Mac and Cheese,Sides,Pasta,Maple Fresh Foods,1194,356,6937.45,214.61,2876.48,749.24,131.81,763.12,4520.66,4520.650000000001,2416.7999999999993,0.3483700783429069,0.41463073607737716,20,42.2,0.0060829267237962085,2.11,2.09,0.96,0.2599999999999998,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P020,Dinner Roll,Sides,Bakery,Maple Fresh Foods,1641,204,3963.54,122.61,1235.49,428.06,75.31,435.99,2174.85,2174.85,1788.69,0.4512859716314204,0.3117137710228735,26,17.16,0.004329463055753191,0.66,0.66,0.0,0.06000000000000005,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P021,Chocolate Brownie,Desserts,Baked,Maple Fresh Foods,467,112,2237.24,93.09,698.76,217.46,35.8,246.1,1198.11,1198.12,1039.12,0.46446514455311005,0.31233126530904154,8,10.48,0.0046843432085963066,1.31,1.3,0.77,0.16000000000000014,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,417,123,2397.9900000000002,99.84,861.8,233.08,38.37,263.78,1397.03,1397.0299999999997,1000.9600000000005,0.4174162527783687,0.35938431769940654,7,12.67,0.005283591674694222,1.81,1.8,0.56,0.16000000000000014,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,388,101,2044.91,85.21000000000001,778.7,198.77,32.72,224.94,1235.12,1235.13,809.78,0.39599786787682584,0.3807991549750356,6,10.56,0.005164041449256936,1.76,1.73,1.73,0.3600000000000001,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P024,Cookie Pack,Desserts,Baked,Maple Fresh Foods,499,97,1911.48,79.53,631.96,185.8,30.58,210.26,1058.61,1058.6,852.8800000000001,0.446188293887459,0.33061292820223076,8,8.88,0.004645614916190596,1.11,1.1,0.91,0.16000000000000014,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,1521,31,760.5,0.0,311.08,16.43,7.61,83.66,418.77,418.78,341.72,0.44933596318211705,0.4090466798159106,18,3.24,0.0042603550295857995,0.18,0.18,0.0,0.0,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,1581,31,316.2,0.0,89.78,6.83,3.16,34.78,134.55,134.55,181.64999999999998,0.5744781783681214,0.28393421884882986,18,0.9,0.0028462998102466797,0.05,0.05,0.0,0.0,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,1453,31,217.95,0.0,49.49,4.71,2.18,23.97,80.35,80.35,137.6,0.6313374627208075,0.2270704289974765,16,0.48,0.0022023399862353753,0.03,0.03,0.0,0.0,Healthy,Monitor
2025-05,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,1386,31,485.1,0.0,141.59,10.48,4.85,53.36,210.28,210.27999999999997,274.82000000000005,0.5665223665223666,0.2918779633065347,15,1.35,0.0027829313543599257,0.09,0.09,0.0,0.0,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,776,615,11166.95,465.29,7838.43,1858.18,245.67,1228.36,11170.65,11170.640000000001,-3.6900000000005093,-0.0003304393769113777,0.7019311450306485,26,219.7,0.019674127671387442,8.45,8.16,3.55,3.6499999999999995,Low Margin,Medium Priority
2025-05,LOC002,North York,Toronto,Ontario,Urban,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,639,644,11649.28,485.33,9239.37,1938.44,256.28,1281.42,12715.52,12715.510000000002,-1066.2300000000014,-0.09152754504999462,0.793127987309087,19,230.66,0.01980036534446764,12.14,11.73,3.5,5.24,Low Margin,Medium Priority
2025-05,LOC002,North York,Toronto,Ontario,Urban,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,580,593,10852.11,452.09000000000003,8576.18,1805.79,238.75,1193.73,11814.45,11814.45,-962.3400000000001,-0.08867768572194717,0.7902776510743071,17,211.14,0.019456124200731468,12.42,12.01,3.41,5.32,Low Margin,Medium Priority
2025-05,LOC002,North York,Toronto,Ontario,Urban,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,673,492,9038.7,376.57,5924.48,1504.04,198.85,994.26,8621.63,8621.63,417.0700000000015,0.04614269751181049,0.6554570900682619,22,162.14,0.017938420348058898,7.37,7.12,3.51,3.17,Low Margin,Medium Priority
2025-05,LOC002,North York,Toronto,Ontario,Urban,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,529,335,6089.1,253.61,2206.29,1013.23,133.96,669.8,4023.28,4023.2799999999997,2065.8200000000006,0.33926524445320333,0.36233433512341723,16,56.0,0.009196761426154932,3.5,3.48,0.57,0.3999999999999999,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,850,362,6587.8099999999995,203.69,2843.89,890.67,131.76,724.66,4590.97,4590.98,1996.83,0.30310983467950653,0.4316897421146026,25,70.25,0.010663634804282457,2.81,2.76,1.81,0.71,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,761,283,5159.889999999999,159.5,2206.96,697.62,103.2,567.59,3575.36,3575.37,1584.5199999999995,0.30708406574558755,0.42771454430230105,21,51.24,0.009930444253656572,2.44,2.4,1.67,0.6399999999999999,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,615,295,5363.11,165.74,2865.5,725.09,107.26,589.94,4287.8,4287.790000000001,1075.3199999999988,0.20050306631786385,0.534298196382323,17,66.64,0.01242562617585692,3.92,3.85,1.82,1.02,Watchlist,Medium Priority
2025-05,LOC002,North York,Toronto,Ontario,Urban,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,707,284,5136.58,158.85,2515.69,694.47,102.73,565.02,3877.91,3877.91,1258.67,0.24504047440125531,0.4897597233957225,18,54.0,0.010512831494885702,3.0,2.94,2.04,0.7999999999999998,Watchlist,Medium Priority
2025-05,LOC002,North York,Toronto,Ontario,Urban,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,610,192,3544.41,109.49,1924.88,479.2,70.89,389.89,2864.86,2864.8599999999997,679.5500000000002,0.19172443368571926,0.5430748700065738,18,47.7,0.013457811032019434,2.65,2.6,1.92,0.7,Low Margin,Medium Priority
2025-05,LOC002,North York,Toronto,Ontario,Urban,P011,Bottled Water,Beverages,Cold,Northern Supply Co,1860,296,5450.11,111.29,1715.49,453.45,98.1,599.51,2866.55,2866.55,2583.5599999999995,0.4740381386797697,0.3147624543357841,26,21.06,0.0038641421916254903,0.81,0.8,1.25,0.16000000000000003,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1652,308,5650.15,115.33,1896.35,470.09,101.7,621.52,3089.66,3089.66,2560.49,0.45317203968036246,0.33562825765687637,20,20.2,0.003575126324079892,1.01,1.0,1.0,0.16000000000000003,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1774,383,6936.65,141.61,2237.42,577.13,124.86,763.03,3702.44,3702.4400000000005,3234.209999999999,0.4662495585044653,0.32255051069320206,21,23.31,0.0033604117261213985,1.11,1.1,0.91,0.16000000000000014,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P014,Coffee,Beverages,Hot,Northern Supply Co,2037,304,5569.54,113.69,1412.47,463.39,100.25,612.65,2588.76,2588.76,2980.7799999999997,0.5351932116476406,0.2536062224169321,25,15.25,0.00273810763546002,0.61,0.61,0.0,0.05999999999999994,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1373,368,6714.28,136.99,3215.46,558.63,120.86,738.57,4633.51,4633.52,2080.7599999999993,0.3099006892771823,0.4788987054457068,17,35.02,0.005215749119786486,2.06,2.03,1.48,0.45999999999999996,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P016,French Fries,Sides,Potato,Maple Fresh Foods,1581,417,7652.52,236.63,2642.89,795.86,145.4,841.78,4425.92,4425.93,3226.59,0.42163757820953096,0.3453620506708901,31,45.26,0.005914391599107222,1.46,1.45,0.69,0.15999999999999992,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,1334,321,5809.97,179.69,1922.87,604.24,110.39,639.1,3276.6,3276.5999999999995,2533.370000000001,0.4360383960674497,0.3309604008282314,25,31.5,0.005421714742072679,1.26,1.25,0.8,0.15999999999999992,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,1279,328,5942.599999999999,183.81,2061.54,618.03,112.91,653.69,3446.16,3446.1699999999996,2496.43,0.4200905327634369,0.3469087604752129,23,32.43,0.005457207283007438,1.41,1.4,0.71,0.15999999999999992,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P019,Mac and Cheese,Sides,Pasta,Maple Fresh Foods,1118,352,6495.89,200.93,2694.04,675.57,123.42,714.55,4207.58,4207.58,2288.3100000000004,0.3522704356139036,0.414729929232176,19,40.09,0.006171594654466132,2.11,2.09,0.96,0.2599999999999998,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P020,Dinner Roll,Sides,Bakery,Maple Fresh Foods,1509,200,3644.69,112.74,1136.92,379.05,69.25,400.92,1986.13,1986.14,1658.55,0.45505927801815793,0.31193873827403706,25,16.5,0.004527133994935097,0.66,0.66,0.0,0.06000000000000005,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P021,Chocolate Brownie,Desserts,Baked,Maple Fresh Foods,428,113,2050.37,85.35,639.91,191.91,32.81,225.54,1090.17,1090.1699999999998,960.2,0.46830572043094665,0.312094890190551,7,9.17,0.00447236352463214,1.31,1.3,0.77,0.16000000000000014,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,375,118,2156.33,89.92,774.4,201.83,34.5,237.2,1247.93,1247.93,908.3999999999999,0.4212713267449787,0.35912870479008313,6,10.86,0.00503633488380721,1.81,1.8,0.56,0.16000000000000014,Healthy,Monitor
2025-05,LOC002,North York,Toronto,Ontario,Urban,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,352,102,1855.05,77.43,707.55,173.63,29.68,204.06,1114.92,1114.9199999999998,740.1300000000001,0.39898115953747887,0.38141829061211285,6,10.56,0.005692568933451929,1.76,1.73,1.73,0.3600000000000001,Healthy,Monitor
